metrocast_location_id,age,population
mesa,25,3615
mesa,26,3628
mesa,27,3645
mesa,28,3732
mesa,29,3847
mesa,30,4012
mesa,31,4068
mesa,32,4162
mesa,33,4143
mesa,34,4204
mesa,35,4040
mesa,36,4124
mesa,37,4225
mesa,38,4320
mesa,39,4275
mesa,40,4181
mesa,41,4214
mesa,42,4159
mesa,43,4170
mesa,44,4198
mesa,45,3986
mesa,46,3864
mesa,47,3804
mesa,48,3631
mesa,49,3638
mesa,50,3464
mesa,51,3384
mesa,52,3647
mesa,53,3908
mesa,54,3789
mesa,55,3592
mesa,56,3456
mesa,57,3390
mesa,58,3491
mesa,59,3650
mesa,60,3793
mesa,61,3868
mesa,62,3902
mesa,63,4092
mesa,64,4036
mesa,65,4018
mesa,66,4037
mesa,67,4000
mesa,68,3925
mesa,69,3823
mesa,70,3681
mesa,71,3544
mesa,72,3348
mesa,73,3171
mesa,74,2940
mesa,75,2782
mesa,76,2636
mesa,77,2695
mesa,78,1843
mesa,79,1679
mesa,80,1668
mesa,81,1622
mesa,82,1281
mesa,83,1126
mesa,84+,6309
minneapolis,0,25032
minneapolis,1,25643
minneapolis,2,26289
minneapolis,3,26060
minneapolis,4,27179
minneapolis,5,27256
minneapolis,6,27830
minneapolis,7,28359
minneapolis,8,29206
minneapolis,9,29136
minneapolis,10,29130
minneapolis,11,28901
minneapolis,12,28606
minneapolis,13,28911
minneapolis,14,29587
minneapolis,15,29970
minneapolis,16,31003
minneapolis,17,30910
minneapolis,18,27890
minneapolis,19,25390
minneapolis,20,25589
minneapolis,21,25285
minneapolis,22,26202
minneapolis,23,28176
minneapolis,24,28992
minneapolis,25,29610
minneapolis,26,29887
minneapolis,27,30578
minneapolis,28,30937
minneapolis,29,31910
minneapolis,30,32726
minneapolis,31,32825
minneapolis,32,33603
minneapolis,33,32645
minneapolis,34,33475
minneapolis,35,33282
minneapolis,36,33056
minneapolis,37,33219
minneapolis,38,33749
minneapolis,39,33831
minneapolis,40,33084
minneapolis,41,33400
minneapolis,42,33095
minneapolis,43,32286
minneapolis,44,31621
minneapolis,45,30165
minneapolis,46,29062
minneapolis,47,27735
minneapolis,48,26374
minneapolis,49,26294
minneapolis,50,25434
minneapolis,51,25048
minneapolis,52,26257
minneapolis,53,28528
minneapolis,54,28286
minneapolis,55,27211
minneapolis,56,26282
minneapolis,57,26256
minneapolis,58,26585
minneapolis,59,27657
minneapolis,60,28462
minneapolis,61,28329
minneapolis,62,28392
minneapolis,63,28127
minneapolis,64,27124
minneapolis,65,26344
minneapolis,66,25570
minneapolis,67,24427
minneapolis,68,22790
minneapolis,69,21971
minneapolis,70,21164
minneapolis,71,20265
minneapolis,72,19360
minneapolis,73,18076
minneapolis,74,17063
minneapolis,75,16068
minneapolis,76,15330
minneapolis,77,15941
minneapolis,78,10665
minneapolis,79,10244
minneapolis,80,9866
minneapolis,81,9941
minneapolis,82,8174
minneapolis,83,7137
minneapolis,84+,45737
montgomery,0,24696
montgomery,1,26286
montgomery,2,27476
montgomery,3,26497
montgomery,4,28024
montgomery,5,28432
montgomery,6,28836
montgomery,7,28885
montgomery,8,29434
montgomery,9,29282
montgomery,10,29243
montgomery,11,29417
montgomery,12,29602
montgomery,13,30020
montgomery,14,30796
montgomery,15,30962
montgomery,16,32193
montgomery,17,31959
montgomery,18,30591
montgomery,19,28333
montgomery,20,28381
montgomery,21,27946
montgomery,22,27488
montgomery,23,28142
montgomery,24,28260
montgomery,25,27896
montgomery,26,28236
montgomery,27,28400
montgomery,28,28373
montgomery,29,28972
montgomery,30,29845
montgomery,31,30293
montgomery,32,30877
montgomery,33,31352
montgomery,34,32489
montgomery,35,32124
montgomery,36,32139
montgomery,37,31866
montgomery,38,31769
montgomery,39,32028
montgomery,40,31705
montgomery,41,32070
montgomery,42,32323
montgomery,43,32681
montgomery,44,32651
montgomery,45,31318
montgomery,46,30637
montgomery,47,30436
montgomery,48,29276
montgomery,49,29309
montgomery,50,28593
montgomery,51,29356
montgomery,52,30649
montgomery,53,32364
montgomery,54,32161
montgomery,55,31017
montgomery,56,30799
montgomery,57,30547
montgomery,58,30878
montgomery,59,31251
montgomery,60,31451
montgomery,61,31009
montgomery,62,30198
montgomery,63,29248
montgomery,64,28570
montgomery,65,27741
montgomery,66,26560
montgomery,67,25495
montgomery,68,24075
montgomery,69,23046
montgomery,70,22246
montgomery,71,21112
montgomery,72,20104
montgomery,73,19115
montgomery,74,18114
montgomery,75,17451
montgomery,76,16911
montgomery,77,16611
montgomery,78,12350
montgomery,79,11907
montgomery,80,11215
montgomery,81,10713
montgomery,82,9128
montgomery,83,7972
montgomery,84+,49646
nenc,0,9762
nenc,1,10064
nenc,2,10541
nenc,3,10221
nenc,4,10525
nenc,5,10440
nenc,6,10576
nenc,7,10614
nenc,8,10660
nenc,9,10822
nenc,10,10866
nenc,11,10812
nenc,12,10951
nenc,13,11078
nenc,14,11734
nenc,15,12109
nenc,16,12694
nenc,17,12471
nenc,18,13298
nenc,19,13846
nenc,20,14099
nenc,21,13943
nenc,22,14443
nenc,23,13998
nenc,24,12558
nenc,25,12143
nenc,26,11314
nenc,27,10905
nenc,28,11025
nenc,29,11184
nenc,30,11414
nenc,31,11847
nenc,32,11978
nenc,33,12077
nenc,34,11874
nenc,35,11508
nenc,36,11235
nenc,37,10979
nenc,38,10744
nenc,39,10808
nenc,40,10648
nenc,41,10796
nenc,42,10921
nenc,43,10995
nenc,44,10995
nenc,45,10589
nenc,46,10583
nenc,47,10598
nenc,48,10134
nenc,49,10492
nenc,50,10284
nenc,51,10538
nenc,52,11061
nenc,53,11994
nenc,54,11858
nenc,55,11280
nenc,56,11310
nenc,57,11506
nenc,58,11700
nenc,59,12494
nenc,60,12991
nenc,61,13308
nenc,62,13383
nenc,63,13420
nenc,64,13205
nenc,65,13227
nenc,66,13308
nenc,67,13196
nenc,68,12813
nenc,69,12636
nenc,70,12253
nenc,71,11511
nenc,72,10927
nenc,73,10379
nenc,74,9859
nenc,75,9348
nenc,76,9147
nenc,77,9535
nenc,78,6578
nenc,79,6220
nenc,80,5794
nenc,81,5670
nenc,82,4618
nenc,83,4041
nenc,84+,22980
new-bedford,0,5271
new-bedford,1,5622
new-bedford,2,5966
new-bedford,3,5739
new-bedford,4,6125
new-bedford,5,6169
new-bedford,6,6576
new-bedford,7,6419
new-bedford,8,6681
new-bedford,9,6702
new-bedford,10,6638
new-bedford,11,6810
new-bedford,12,6899
new-bedford,13,6968
new-bedford,14,7112
new-bedford,15,7187
new-bedford,16,7487
new-bedford,17,7628
new-bedford,18,7499
new-bedford,19,7039
new-bedford,20,7490
new-bedford,21,7622
new-bedford,22,7608
new-bedford,23,7320
new-bedford,24,7192
new-bedford,25,7035
new-bedford,26,6945
new-bedford,27,7040
new-bedford,28,7292
new-bedford,29,7357
new-bedford,30,7465
new-bedford,31,7694
new-bedford,32,7909
new-bedford,33,8102
new-bedford,34,8277
new-bedford,35,8331
new-bedford,36,8163
new-bedford,37,8146
new-bedford,38,8073
new-bedford,39,7919
new-bedford,40,7647
new-bedford,41,7684
new-bedford,42,7764
new-bedford,43,7454
new-bedford,44,7443
new-bedford,45,7435
new-bedford,46,7279
new-bedford,47,7223
new-bedford,48,6933
new-bedford,49,7014
new-bedford,50,6989
new-bedford,51,7155
new-bedford,52,7611
new-bedford,53,8223
new-bedford,54,8068
new-bedford,55,8023
new-bedford,56,7962
new-bedford,57,8273
new-bedford,58,8263
new-bedford,59,8287
new-bedford,60,8454
new-bedford,61,8248
new-bedford,62,8217
new-bedford,63,8151
new-bedford,64,7797
new-bedford,65,7699
new-bedford,66,7461
new-bedford,67,7153
new-bedford,68,6819
new-bedford,69,6529
new-bedford,70,6221
new-bedford,71,5925
new-bedford,72,5716
new-bedford,73,5308
new-bedford,74,4993
new-bedford,75,4860
new-bedford,76,4737
new-bedford,77,5099
new-bedford,78,3423
new-bedford,79,3277
new-bedford,80,3217
new-bedford,81,3110
new-bedford,82,2565
new-bedford,83,2135
new-bedford,84+,13232
nyc,0,93845
nyc,1,93548
nyc,2,91800
nyc,3,85059
nyc,4,89968
nyc,5,91851
nyc,6,92756
nyc,7,92631
nyc,8,93199
nyc,9,93500
nyc,10,92762
nyc,11,92933
nyc,12,92879
nyc,13,93612
nyc,14,91763
nyc,15,91100
nyc,16,92990
nyc,17,93457
nyc,18,91788
nyc,19,88382
nyc,20,92255
nyc,21,93780
nyc,22,97714
nyc,23,112448
nyc,24,124440
nyc,25,129935
nyc,26,134915
nyc,27,138640
nyc,28,141830
nyc,29,144123
nyc,30,146166
nyc,31,145325
nyc,32,144848
nyc,33,144751
nyc,34,142997
nyc,35,137263
nyc,36,131645
nyc,37,126224
nyc,38,121970
nyc,39,118916
nyc,40,113756
nyc,41,111997
nyc,42,110472
nyc,43,107095
nyc,44,107281
nyc,45,104162
nyc,46,100995
nyc,47,100818
nyc,48,98474
nyc,49,99891
nyc,50,98311
nyc,51,97807
nyc,52,100458
nyc,53,105297
nyc,54,106605
nyc,55,102662
nyc,56,100854
nyc,57,99844
nyc,58,102007
nyc,59,104952
nyc,60,105598
nyc,61,103957
nyc,62,101078
nyc,63,98844
nyc,64,98960
nyc,65,95621
nyc,66,93210
nyc,67,91343
nyc,68,88342
nyc,69,86425
nyc,70,81430
nyc,71,76482
nyc,72,73645
nyc,73,71043
nyc,74,69635
nyc,75,65565
nyc,76,63045
nyc,77,62924
nyc,78,47896
nyc,79,45609
nyc,80,42334
nyc,81,40587
nyc,82,35956
nyc,83,32757
nyc,84+,222040
ogden,0,9100
ogden,1,9100
ogden,2,9600
ogden,3,9418
ogden,4,10171
ogden,5,10412
ogden,6,10523
ogden,7,11037
ogden,8,11692
ogden,9,11782
ogden,10,11766
ogden,11,12100
ogden,12,12075
ogden,13,12073
ogden,14,12514
ogden,15,12959
ogden,16,13231
ogden,17,13165
ogden,18,10953
ogden,19,8785
ogden,20,9717
ogden,21,9949
ogden,22,10371
ogden,23,10815
ogden,24,11142
ogden,25,11041
ogden,26,11005
ogden,27,10891
ogden,28,10619
ogden,29,10635
ogden,30,10548
ogden,31,10430
ogden,32,10756
ogden,33,10804
ogden,34,10574
ogden,35,10287
ogden,36,9938
ogden,37,9866
ogden,38,10192
ogden,39,10447
ogden,40,10428
ogden,41,10693
ogden,42,10893
ogden,43,10894
ogden,44,10882
ogden,45,10532
ogden,46,10356
ogden,47,9954
ogden,48,9315
ogden,49,8901
ogden,50,8227
ogden,51,7771
ogden,52,7808
ogden,53,8091
ogden,54,7758
ogden,55,7107
ogden,56,6769
ogden,57,6585
ogden,58,6523
ogden,59,6744
ogden,60,6824
ogden,61,6961
ogden,62,7272
ogden,63,7206
ogden,64,6766
ogden,65,6692
ogden,66,6582
ogden,67,6362
ogden,68,5974
ogden,69,5696
ogden,70,5556
ogden,71,5188
ogden,72,4863
ogden,73,4434
ogden,74,4149
ogden,75,4026
ogden,76,3824
ogden,77,3961
ogden,78,2685
ogden,79,2629
ogden,80,2558
ogden,81,2499
ogden,82,2030
ogden,83,1704
ogden,84+,9398
pittsfield,0,812
pittsfield,1,838
pittsfield,2,933
pittsfield,3,999
pittsfield,4,1030
pittsfield,5,1024
pittsfield,6,1038
pittsfield,7,1041
pittsfield,8,1087
pittsfield,9,1097
pittsfield,10,1099
pittsfield,11,1086
pittsfield,12,1172
pittsfield,13,1150
pittsfield,14,1224
pittsfield,15,1216
pittsfield,16,1360
pittsfield,17,1536
pittsfield,18,1875
pittsfield,19,2145
pittsfield,20,2098
pittsfield,21,2092
pittsfield,22,1672
pittsfield,23,1362
pittsfield,24,1251
pittsfield,25,1231
pittsfield,26,1236
pittsfield,27,1270
pittsfield,28,1273
pittsfield,29,1336
pittsfield,30,1378
pittsfield,31,1396
pittsfield,32,1420
pittsfield,33,1428
pittsfield,34,1479
pittsfield,35,1471
pittsfield,36,1459
pittsfield,37,1496
pittsfield,38,1525
pittsfield,39,1554
pittsfield,40,1513
pittsfield,41,1517
pittsfield,42,1521
pittsfield,43,1592
pittsfield,44,1542
pittsfield,45,1438
pittsfield,46,1357
pittsfield,47,1331
pittsfield,48,1293
pittsfield,49,1327
pittsfield,50,1324
pittsfield,51,1418
pittsfield,52,1501
pittsfield,53,1655
pittsfield,54,1632
pittsfield,55,1644
pittsfield,56,1681
pittsfield,57,1739
pittsfield,58,1813
pittsfield,59,1955
pittsfield,60,2049
pittsfield,61,2050
pittsfield,62,2112
pittsfield,63,2198
pittsfield,64,2135
pittsfield,65,2135
pittsfield,66,2079
pittsfield,67,2130
pittsfield,68,2002
pittsfield,69,1974
pittsfield,70,1889
pittsfield,71,1826
pittsfield,72,1796
pittsfield,73,1686
pittsfield,74,1627
pittsfield,75,1642
pittsfield,76,1593
pittsfield,77,1681
pittsfield,78,1132
pittsfield,79,1047
pittsfield,80,968
pittsfield,81,1041
pittsfield,82,900
pittsfield,83,728
pittsfield,84+,4324
portland,0,3677
portland,1,3684
portland,2,3761
portland,3,3592
portland,4,3854
portland,5,3973
portland,6,3968
portland,7,4047
portland,8,4211
portland,9,4260
portland,10,4297
portland,11,4242
portland,12,4164
portland,13,4254
portland,14,4332
portland,15,4515
portland,16,4715
portland,17,4743
portland,18,4845
portland,19,4933
portland,20,4913
portland,21,4822
portland,22,4566
portland,23,4454
portland,24,4685
portland,25,4821
portland,26,4990
portland,27,5081
portland,28,5193
portland,29,5349
portland,30,5580
portland,31,5608
portland,32,5769
portland,33,5937
portland,34,6106
portland,35,6004
portland,36,5922
portland,37,5847
portland,38,5935
portland,39,5755
portland,40,5615
portland,41,5600
portland,42,5514
portland,43,5498
portland,44,5312
portland,45,5121
portland,46,5021
portland,47,5005
portland,48,4693
portland,49,4756
portland,50,4697
portland,51,4739
portland,52,5174
portland,53,5798
portland,54,5602
portland,55,5402
portland,56,5347
portland,57,5358
portland,58,5539
portland,59,5756
portland,60,6105
portland,61,6230
portland,62,6366
portland,63,6376
portland,64,6191
portland,65,6187
portland,66,6311
portland,67,6171
portland,68,5930
portland,69,5760
portland,70,5782
portland,71,5699
portland,72,5379
portland,73,5098
portland,74,4794
portland,75,4746
portland,76,4574
portland,77,4843
portland,78,3271
portland,79,3060
portland,80,2993
portland,81,3064
portland,82,2510
portland,83,2062
portland,84+,12410
portland-or,0,17469
portland-or,1,17698
portland-or,2,18658
portland-or,3,17843
portland-or,4,18760
portland-or,5,18854
portland-or,6,19223
portland-or,7,19827
portland-or,8,20537
portland-or,9,20882
portland-or,10,21112
portland-or,11,21045
portland-or,12,21120
portland-or,13,21392
portland-or,14,22052
portland-or,15,22473
portland-or,16,23501
portland-or,17,23486
portland-or,18,20772
portland-or,19,18550
portland-or,20,19547
portland-or,21,19921
portland-or,22,20961
portland-or,23,22706
portland-or,24,24107
portland-or,25,25562
portland-or,26,26517
portland-or,27,27841
portland-or,28,28482
portland-or,29,29059
portland-or,30,30158
portland-or,31,30856
portland-or,32,32149
portland-or,33,33494
portland-or,34,33387
portland-or,35,32067
portland-or,36,31587
portland-or,37,31220
portland-or,38,31180
portland-or,39,31199
portland-or,40,30322
portland-or,41,30721
portland-or,42,30371
portland-or,43,30167
portland-or,44,29394
portland-or,45,28082
portland-or,46,27406
portland-or,47,26823
portland-or,48,25783
portland-or,49,25653
portland-or,50,24803
portland-or,51,24251
portland-or,52,24861
portland-or,53,26300
portland-or,54,25807
portland-or,55,24294
portland-or,56,22576
portland-or,57,21756
portland-or,58,21428
portland-or,59,21492
portland-or,60,21901
portland-or,61,21770
portland-or,62,21648
portland-or,63,21799
portland-or,64,21095
portland-or,65,20581
portland-or,66,20791
portland-or,67,20596
portland-or,68,19836
portland-or,69,19661
portland-or,70,19482
portland-or,71,19127
portland-or,72,18239
portland-or,73,17523
portland-or,74,16417
portland-or,75,15719
portland-or,76,15311
portland-or,77,15792
portland-or,78,10738
portland-or,79,10102
portland-or,80,9559
portland-or,81,9090
portland-or,82,7550
portland-or,83,6448
portland-or,84+,37813
provo,0,13088
provo,1,13055
provo,2,12913
provo,3,13292
provo,4,13695
provo,5,13435
provo,6,13453
provo,7,13687
provo,8,14039
provo,9,14158
provo,10,13975
provo,11,13941
provo,12,13672
provo,13,13845
provo,14,14267
provo,15,14664
provo,16,15122
provo,17,15152
provo,18,16923
provo,19,17379
provo,20,17195
provo,21,19075
provo,22,21147
provo,23,22859
provo,24,20398
provo,25,17290
provo,26,14730
provo,27,13662
provo,28,12999
provo,29,12682
provo,30,12135
provo,31,11927
provo,32,12042
provo,33,11608
provo,34,11162
provo,35,10369
provo,36,9944
provo,37,9349
provo,38,9609
provo,39,9897
provo,40,10129
provo,41,10355
provo,42,10364
provo,43,10393
provo,44,10414
provo,45,10106
provo,46,9889
provo,47,9461
provo,48,8855
provo,49,8323
provo,50,7619
provo,51,7322
provo,52,7235
provo,53,7214
provo,54,6802
provo,55,6450
provo,56,6023
provo,57,5971
provo,58,5697
provo,59,5603
provo,60,5586
provo,61,5726
provo,62,5717
provo,63,5529
provo,64,5358
provo,65,5385
provo,66,5182
provo,67,5028
provo,68,4734
provo,69,4650
provo,70,4479
provo,71,4198
provo,72,3887
provo,73,3662
provo,74,3450
provo,75,3355
provo,76,3177
provo,77,3238
provo,78,2290
provo,79,2235
provo,80,2193
provo,81,2130
provo,82,1649
provo,83,1419
provo,84+,7647
roanoke,0,5447
roanoke,1,5592
roanoke,2,5498
roanoke,3,5422
roanoke,4,5589
roanoke,5,5557
roanoke,6,5584
roanoke,7,5607
roanoke,8,5739
roanoke,9,5766
roanoke,10,5821
roanoke,11,5749
roanoke,12,5822
roanoke,13,5838
roanoke,14,5994
roanoke,15,6159
roanoke,16,6401
roanoke,17,6455
roanoke,18,7336
roanoke,19,8324
roanoke,20,8511
roanoke,21,8233
roanoke,22,8126
roanoke,23,7091
roanoke,24,6976
roanoke,25,6517
roanoke,26,6439
roanoke,27,6373
roanoke,28,6396
roanoke,29,6440
roanoke,30,6623
roanoke,31,6680
roanoke,32,6738
roanoke,33,6853
roanoke,34,6838
roanoke,35,6532
roanoke,36,6410
roanoke,37,6267
roanoke,38,6178
roanoke,39,6153
roanoke,40,5864
roanoke,41,6103
roanoke,42,5956
roanoke,43,5941
roanoke,44,5893
roanoke,45,5793
roanoke,46,5736
roanoke,47,5642
roanoke,48,5423
roanoke,49,5550
roanoke,50,5596
roanoke,51,5888
roanoke,52,6407
roanoke,53,6890
roanoke,54,6647
roanoke,55,6360
roanoke,56,6363
roanoke,57,6395
roanoke,58,6517
roanoke,59,6948
roanoke,60,7119
roanoke,61,7193
roanoke,62,7273
roanoke,63,7237
roanoke,64,6974
roanoke,65,6910
roanoke,66,6952
roanoke,67,6763
roanoke,68,6500
roanoke,69,6366
roanoke,70,6118
roanoke,71,5907
roanoke,72,5800
roanoke,73,5447
roanoke,74,5168
roanoke,75,5154
roanoke,76,5104
roanoke,77,5388
roanoke,78,3595
roanoke,79,3408
roanoke,80,3241
roanoke,81,3270
roanoke,82,2748
roanoke,83,2375
roanoke,84+,14034
rochester,0,3851
rochester,1,3960
rochester,2,4214
rochester,3,4020
rochester,4,4264
rochester,5,4341
rochester,6,4347
rochester,7,4424
rochester,8,4513
rochester,9,4688
rochester,10,4693
rochester,11,4605
rochester,12,4595
rochester,13,4660
rochester,14,4795
rochester,15,4973
rochester,16,5184
rochester,17,5167
rochester,18,4977
rochester,19,4987
rochester,20,5205
rochester,21,5307
rochester,22,5088
rochester,23,4813
rochester,24,4627
rochester,25,4487
rochester,26,4369
rochester,27,4478
rochester,28,4540
rochester,29,4646
rochester,30,4639
rochester,31,4629
rochester,32,4704
rochester,33,4525
rochester,34,4537
rochester,35,4357
rochester,36,4406
rochester,37,4415
rochester,38,4636
rochester,39,4918
rochester,40,4853
rochester,41,4814
rochester,42,4776
rochester,43,4671
rochester,44,4636
rochester,45,4407
rochester,46,4187
rochester,47,4111
rochester,48,3939
rochester,49,3938
rochester,50,3608
rochester,51,3606
rochester,52,3885
rochester,53,4124
rochester,54,4075
rochester,55,3910
rochester,56,3786
rochester,57,3865
rochester,58,3958
rochester,59,4233
rochester,60,4418
rochester,61,4455
rochester,62,4575
rochester,63,4620
rochester,64,4649
rochester,65,4513
rochester,66,4424
rochester,67,4225
rochester,68,3992
rochester,69,3915
rochester,70,3841
rochester,71,3697
rochester,72,3538
rochester,73,3286
rochester,74,3051
rochester,75,2871
rochester,76,2767
rochester,77,2853
rochester,78,1994
rochester,79,1979
rochester,80,1911
rochester,81,1979
rochester,82,1649
rochester,83,1480
rochester,84+,10401
rock-hill,0,3508
rock-hill,1,3511
rock-hill,2,3485
rock-hill,3,3640
rock-hill,4,3732
rock-hill,5,3809
rock-hill,6,4077
rock-hill,7,4205
rock-hill,8,4444
rock-hill,9,4510
rock-hill,10,4578
rock-hill,11,4671
rock-hill,12,4534
rock-hill,13,4674
rock-hill,14,4805
rock-hill,15,4890
rock-hill,16,5014
rock-hill,17,4850
rock-hill,18,4395
rock-hill,19,3856
rock-hill,20,3878
rock-hill,21,3735
rock-hill,22,3678
rock-hill,23,3780
rock-hill,24,3654
rock-hill,25,3554
rock-hill,26,3590
rock-hill,27,3734
rock-hill,28,3738
rock-hill,29,3808
rock-hill,30,3940
rock-hill,31,3993
rock-hill,32,4313
rock-hill,33,4530
rock-hill,34,4713
rock-hill,35,4686
rock-hill,36,4735
rock-hill,37,4807
rock-hill,38,4732
rock-hill,39,4789
rock-hill,40,4799
rock-hill,41,5053
rock-hill,42,5086
rock-hill,43,5093
rock-hill,44,4821
rock-hill,45,4657
rock-hill,46,4651
rock-hill,47,4545
rock-hill,48,4278
rock-hill,49,4312
rock-hill,50,4404
rock-hill,51,4378
rock-hill,52,4581
rock-hill,53,4881
rock-hill,54,4671
rock-hill,55,4502
rock-hill,56,4188
rock-hill,57,4203
rock-hill,58,4197
rock-hill,59,4300
rock-hill,60,4200
rock-hill,61,4228
rock-hill,62,4215
rock-hill,63,4094
rock-hill,64,3973
rock-hill,65,3854
rock-hill,66,3808
rock-hill,67,3777
rock-hill,68,3495
rock-hill,69,3431
rock-hill,70,3344
rock-hill,71,3163
rock-hill,72,3008
rock-hill,73,2839
rock-hill,74,2706
rock-hill,75,2673
rock-hill,76,2588
rock-hill,77,2699
rock-hill,78,1749
rock-hill,79,1671
rock-hill,80,1577
rock-hill,81,1532
rock-hill,82,1204
rock-hill,83,1043
rock-hill,84+,5278
rtp-area,0,23917
rtp-area,1,24515
rtp-area,2,25270
rtp-area,3,24798
rtp-area,4,24775
rtp-area,5,25114
rtp-area,6,25894
rtp-area,7,26211
rtp-area,8,26574
rtp-area,9,26773
rtp-area,10,26581
rtp-area,11,26469
rtp-area,12,26522
rtp-area,13,26905
rtp-area,14,27936
rtp-area,15,28448
rtp-area,16,29447
rtp-area,17,29723
rtp-area,18,32347
rtp-area,19,35200
rtp-area,20,32958
rtp-area,21,30198
rtp-area,22,29113
rtp-area,23,29773
rtp-area,24,30725
rtp-area,25,30850
rtp-area,26,30808
rtp-area,27,30217
rtp-area,28,30718
rtp-area,29,31608
rtp-area,30,32404
rtp-area,31,32870
rtp-area,32,33449
rtp-area,33,34004
rtp-area,34,34290
rtp-area,35,33259
rtp-area,36,32734
rtp-area,37,32115
rtp-area,38,32203
rtp-area,39,31683
rtp-area,40,30559
rtp-area,41,31348
rtp-area,42,31063
rtp-area,43,30713
rtp-area,44,31011
rtp-area,45,30103
rtp-area,46,29286
rtp-area,47,29070
rtp-area,48,28177
rtp-area,49,28227
rtp-area,50,27497
rtp-area,51,27916
rtp-area,52,29159
rtp-area,53,30604
rtp-area,54,30029
rtp-area,55,27963
rtp-area,56,26900
rtp-area,57,26603
rtp-area,58,26260
rtp-area,59,26648
rtp-area,60,26844
rtp-area,61,26546
rtp-area,62,26286
rtp-area,63,25716
rtp-area,64,24872
rtp-area,65,23965
rtp-area,66,23602
rtp-area,67,22882
rtp-area,68,21823
rtp-area,69,21163
rtp-area,70,20589
rtp-area,71,19687
rtp-area,72,18831
rtp-area,73,17647
rtp-area,74,16437
rtp-area,75,16015
rtp-area,76,15560
rtp-area,77,16255
rtp-area,78,11353
rtp-area,79,10628
rtp-area,80,9972
rtp-area,81,9740
rtp-area,82,8005
rtp-area,83,6844
rtp-area,84+,38943
salem,0,5713
salem,1,5757
salem,2,6207
salem,3,5867
salem,4,6189
salem,5,6231
salem,6,6484
salem,7,6898
salem,8,6883
salem,9,6914
salem,10,7028
salem,11,6941
salem,12,6974
salem,13,6984
salem,14,7332
salem,15,7440
salem,16,7886
salem,17,7935
salem,18,8232
salem,19,8324
salem,20,8112
salem,21,8055
salem,22,7726
salem,23,7675
salem,24,7664
salem,25,7415
salem,26,7389
salem,27,7214
salem,28,7400
salem,29,7415
salem,30,7589
salem,31,7612
salem,32,7701
salem,33,7810
salem,34,7914
salem,35,7561
salem,36,7386
salem,37,7317
salem,38,7270
salem,39,7435
salem,40,7356
salem,41,7492
salem,42,7459
salem,43,7333
salem,44,7325
salem,45,6878
salem,46,6762
salem,47,6758
salem,48,6575
salem,49,6393
salem,50,5990
salem,51,5940
salem,52,6207
salem,53,6732
salem,54,6526
salem,55,6248
salem,56,6010
salem,57,6015
salem,58,5903
salem,59,6064
salem,60,6122
salem,61,6161
salem,62,6331
salem,63,6443
salem,64,6315
salem,65,6259
salem,66,6311
salem,67,6285
salem,68,6139
salem,69,5985
salem,70,5838
salem,71,5693
salem,72,5421
salem,73,5128
salem,74,4811
salem,75,4638
salem,76,4522
salem,77,4848
salem,78,3302
salem,79,3176
salem,80,3066
salem,81,3114
salem,82,2479
salem,83,2083
salem,84+,11987
salt-lake-city,0,17343
salt-lake-city,1,17128
salt-lake-city,2,17369
salt-lake-city,3,16973
salt-lake-city,4,17782
salt-lake-city,5,18151
salt-lake-city,6,18243
salt-lake-city,7,19053
salt-lake-city,8,19786
salt-lake-city,9,20043
salt-lake-city,10,20382
salt-lake-city,11,20555
salt-lake-city,12,20233
salt-lake-city,13,20788
salt-lake-city,14,21741
salt-lake-city,15,22386
salt-lake-city,16,23329
salt-lake-city,17,23555
salt-lake-city,18,21201
salt-lake-city,19,18456
salt-lake-city,20,19209
salt-lake-city,21,20422
salt-lake-city,22,21256
salt-lake-city,23,22558
salt-lake-city,24,23136
salt-lake-city,25,23153
salt-lake-city,26,23414
salt-lake-city,27,23262
salt-lake-city,28,23129
salt-lake-city,29,23116
salt-lake-city,30,23059
salt-lake-city,31,22763
salt-lake-city,32,22991
salt-lake-city,33,22958
salt-lake-city,34,22437
salt-lake-city,35,21963
salt-lake-city,36,20909
salt-lake-city,37,20383
salt-lake-city,38,20302
salt-lake-city,39,20447
salt-lake-city,40,20457
salt-lake-city,41,21024
salt-lake-city,42,21157
salt-lake-city,43,20929
salt-lake-city,44,21091
salt-lake-city,45,20457
salt-lake-city,46,20089
salt-lake-city,47,19652
salt-lake-city,48,18149
salt-lake-city,49,17479
salt-lake-city,50,16728
salt-lake-city,51,16484
salt-lake-city,52,16663
salt-lake-city,53,16969
salt-lake-city,54,16117
salt-lake-city,55,15193
salt-lake-city,56,14269
salt-lake-city,57,14204
salt-lake-city,58,13612
salt-lake-city,59,13719
salt-lake-city,60,13975
salt-lake-city,61,14079
salt-lake-city,62,14099
salt-lake-city,63,14000
salt-lake-city,64,13522
salt-lake-city,65,13259
salt-lake-city,66,13058
salt-lake-city,67,12817
salt-lake-city,68,11933
salt-lake-city,69,11556
salt-lake-city,70,11126
salt-lake-city,71,10733
salt-lake-city,72,10055
salt-lake-city,73,9200
salt-lake-city,74,8510
salt-lake-city,75,8118
salt-lake-city,76,7780
salt-lake-city,77,7776
salt-lake-city,78,5298
salt-lake-city,79,5081
salt-lake-city,80,4960
salt-lake-city,81,4784
salt-lake-city,82,3979
salt-lake-city,83,3354
salt-lake-city,84+,17981
